Tree ID,Tree Type,Genus,Species,Common Name,Canopy Spread,Height,Latitude,Longitude
13017,DECIDUOUS,Malus,None,Apple,12.0,12.0,40.00945178,-105.2738094
13018,DECIDUOUS,Acer,saccharinum,Silver Maple,35.0,55.0,40.00956073,-105.2738817
13021,DECIDUOUS,Acer,x freemanii,Freeman Maple,8.0,12.0,40.00953549,-105.2740816
13035,CONIFEROUS,Pinus,mugo,Mugo Pine,20.0,20.0,40.01003841,-105.2744436
13038,CONIFEROUS,Abies,concolor,White Fir,16.0,45.0,40.0101282,-105.2748932
13475,CONIFEROUS,Pinus,mugo,Mugo Pine,20.0,51.0,40.00857213,-105.2749767
13305,DECIDUOUS,Acer,rubrum,Red Maple,20.0,35.0,40.00822592,-105.2751458
13314,DECIDUOUS,Malus,None,Apple,12.0,12.0,40.01039314,-105.2764618
13315,DECIDUOUS,Malus,None,Apple,12.0,16.0,40.01039347,-105.2763469
13331,DECIDUOUS,Ulmus,americana,American Elm,45.0,54.0,40.00994747,-105.2762953
13800,DECIDUOUS,Fraxinus,americana,Ash,12.0,0.0,40.01008905,-105.2732932
13802,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,12.0,0.0,40.0100577,-105.2732397
13821,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,3.0,10.0,40.01024888,-105.273141
14159,DECIDUOUS,Cercis,canadensis,Redbud,6.0,6.0,40.00997266,-105.2754634
14160,DECIDUOUS,Malus,None,Apple,6.0,6.0,40.01002079,-105.275589
10143,DECIDUOUS,Quercus,macrocarpa,Bur Oak,29.0,37.0,40.00920792,-105.2728465
10145,DECIDUOUS,Malus,None,Apple,21.0,15.0,40.00931821,-105.2726584
10156,DECIDUOUS,Acer,platanoides,Norway Maple,17.0,27.0,40.00928447,-105.272934
10032,DECIDUOUS,Catalpa,speciosa,Catalpa,20.0,65.0,40.00885225,-105.2737589
10040,DECIDUOUS,Tilia,cordata,Little Leaf Linden,37.0,45.0,40.00885592,-105.2735717
10123,DECIDUOUS,Quercus,alba,White Oak,6.0,11.0,40.00844611,-105.2720974
10135,DECIDUOUS,Quercus,alba,White Oak,5.0,8.0,40.00890708,-105.2720421
10244,CONIFEROUS,Pinus,strobiformis,Southwestern White Pine,32.0,52.0,40.00952279,-105.2752546
10320,CONIFEROUS,Juniperus,None,Juniper,16.0,18.0,40.00968134,-105.274525
10333,DECIDUOUS,Acer,saccharinum,Silver Maple,40.0,60.0,40.00957882,-105.2756485
10336,DECIDUOUS,Ulmus,americana,American Elm,35.0,46.0,40.01033806,-105.2759972
10339,DECIDUOUS,Prunus,None,Flowering fruit trees,20.0,49.0,40.01028034,-105.2755611
10344,DECIDUOUS,Liriodendron,tulipifera,Tulip Tree,8.0,15.0,40.01031859,-105.2754632
10352,DECIDUOUS,Acer,saccharinum,Silver Maple,60.0,75.0,40.01007757,-105.2754581
10459,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,40.0,40.00986825,-105.2754197
10470,CONIFEROUS,Pinus,nigra,Austrian Pine,16.0,38.0,40.01027229,-105.2758179
10481,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,41.0,40.01027617,-105.27526
10725,DECIDUOUS,Fraxinus,americana,White Ash,15.0,30.0,40.00871351,-105.2747593
10732,DECIDUOUS,Fraxinus,americana,White Ash,25.0,50.0,40.00903838,-105.2742536
10735,DECIDUOUS,Fraxinus,pennsylvanica,Green Ash,40.0,75.0,40.00953403,-105.2731339
10780,DECIDUOUS,Fraxinus,americana,White Ash,15.0,30.0,40.01015323,-105.2739543
10784,DECIDUOUS,Fraxinus,americana,White Ash,10.0,30.0,40.01004286,-105.2742321
10800,DECIDUOUS,Fraxinus,americana,White Ash,15.0,35.0,40.01004382,-105.2737678
10834,DECIDUOUS,Fraxinus,pennsylvanica,Green Ash,20.0,30.0,40.00896435,-105.2757084
10924,CONIFEROUS,Juniperus,None,Juniper,10.0,29.0,40.00763182,-105.2722861
11189,DECIDUOUS,Acer,saccharinum,Silver Maple,30.0,60.0,40.00796393,-105.2725857
11191,DECIDUOUS,Quercus,palustris,Pin Oak,26.0,56.0,40.00809071,-105.272314
11197,DECIDUOUS,Rhamnus,cathartica,Buckthorn,12.0,15.0,40.00820849,-105.2722712
11203,DECIDUOUS,Celtis,occidentalis,Common Hackberry,30.0,54.0,40.00806316,-105.2726998
11210,CONIFEROUS,Picea,pungens,Blue Spruce,12.0,30.0,40.00773859,-105.2723103
11669,DECIDUOUS,Gleditsia,triacanthos,Honey Locust,30.0,45.0,40.00842461,-105.2739441
11670,DECIDUOUS,Quercus,coccinea,Scarlet Oak,30.0,68.0,40.00904874,-105.2737772
11678,CONIFEROUS,Picea,pungens,Blue Spruce,14.0,55.0,40.0091189,-105.2736743
11623,DECIDUOUS,Fraxinus,pennsylvanica,Green Ash,40.0,51.0,40.00935042,-105.2748205
11661,DECIDUOUS,Fraxinus,americana,White Ash,35.0,52.0,40.0096928,-105.2758574
14156,DECIDUOUS,Acer,platanoides,Norway Maple,6.0,6.0,40.00987523,-105.2754634
12372,DECIDUOUS,Quercus,coccinea,Scarlet Oak,45.0,54.0,40.0095019,-105.2725889
12331,CONIFEROUS,Pinus,ponderosa,Ponderosa Pine,25.0,50.0,40.010007,-105.2724681
12335,CONIFEROUS,Picea,pungens,Blue Spruce,20.0,60.0,40.01007713,-105.2720146
12464,DECIDUOUS,Acer,platanoides,Norway Maple,33.0,25.0,40.00881526,-105.2728325
12468,DECIDUOUS,Gleditsia,triacanthos,Honey Locust,25.0,38.0,40.00842731,-105.2734101
12514,DECIDUOUS,Malus,None,Apple,5.0,40.0,40.00718783,-105.2731787
12546,CONIFEROUS,Picea,pungens,Blue Spruce,24.0,60.0,40.00812263,-105.27309
12617,CONIFEROUS,Abies,concolor,White Fir,20.0,62.0,40.0083133,-105.2739768
12621,CONIFEROUS,Pinus,mugo,Mugo Pine,6.0,8.0,40.00849311,-105.2751056
12381,DECIDUOUS,Fagus,None,Beech,16.0,30.0,40.00960127,-105.27204
12392,DECIDUOUS,Gleditsia,triacanthos,Honey Locust,20.0,39.0,40.01037771,-105.2726406
12394,DECIDUOUS,Acer,platanoides,Norway Maple,25.0,40.0,40.01025798,-105.2730027
12914,DECIDUOUS,Cercis,canadensis,Redbud,16.0,25.0,40.00905726,-105.2745044
12924,DECIDUOUS,Acer,saccharum,Sugar Maple,18.0,25.0,40.01026781,-105.2746811
12932,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,16.0,35.0,40.01035796,-105.2746879
12741,DECIDUOUS,Crataegus,crusgalli,Cockspur Hawthorn,6.0,8.0,40.00825775,-105.2710256
12792,DECIDUOUS,Gingko,biloba,Gingko,5.0,12.0,40.00912718,-105.2722592
12795,DECIDUOUS,Crataegus,crusgalli,Cockspur Hawthorn,8.0,10.0,40.00909697,-105.2723709
12798,DECIDUOUS,Acer,pseudoplatanus,Sycamore Maple,16.0,24.0,40.00903888,-105.2723798
12808,DECIDUOUS,Acer,rubrum,Red Maple,10.0,15.0,40.00932401,-105.2751787
12861,CONIFEROUS,Picea,pungens,Blue Spruce,25.0,65.0,40.00917084,-105.2710207
12863,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,48.0,40.00916897,-105.2708123
12889,CONIFEROUS,Picea,pungens,Colorado Blue Spruce,16.0,28.0,40.00906255,-105.2713403
12890,CONIFEROUS,Picea,pungens,Blue Spruce,18.0,58.0,40.00909676,-105.2713747
12936,DECIDUOUS,Acer,saccharinum,Silver Maple,30.0,45.0,40.010301,-105.2748992
12939,DECIDUOUS,Gymnocladus,dioicus,Kentucky Coffeetree,20.0,45.0,40.01030737,-105.2748025
12951,DECIDUOUS,Rhamnus,cathartica,Buckthorn,8.0,12.0,40.00989931,-105.274877
12961,CONIFEROUS,Pinus,ponderosa,Ponderosa Pine,6.0,20.0,40.00709355,-105.2726408
13214,CONIFEROUS,Pseudotsuga,menziesii,Douglas Fir,16.0,48.0,40.00835645,-105.2752121
13215,CONIFEROUS,Pseudotsuga,menziesii,Douglas Fir,12.0,30.0,40.00842678,-105.2752812
12975,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,30.0,40.00985278,-105.2734539
12984,CONIFEROUS,Juniperus,None,Juniper,15.0,20.0,40.00925814,-105.2742384
12988,DECIDUOUS,Rhamnus,cathartica,Buckthorn,8.0,12.0,40.00724519,-105.2725111
12991,DECIDUOUS,Rhamnus,cathartica,Buckthorn,8.0,12.0,40.00734583,-105.2725007
12997,DECIDUOUS,Rhamnus,cathartica,Buckthorn,8.0,12.0,40.00727191,-105.2729839
13010,DECIDUOUS,Rhamnus,cathartica,Buckthorn,8.0,12.0,40.00709568,-105.2729206
13022,DECIDUOUS,Prunus,None,Flowering fruit trees,10.0,15.0,40.00960698,-105.2739743
13023,DECIDUOUS,Acer,saccharinum,Silver Maple,20.0,40.0,40.00963887,-105.2739365
13029,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,35.0,40.00903978,-105.274307
13427,DECIDUOUS,Ulmus,americana,American Elm,40.0,75.0,40.00841252,-105.2741229
13440,DECIDUOUS,Rhamnus,cathartica,Buckthorn,18.0,10.0,40.00856537,-105.274849
13465,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,40.0,40.00869288,-105.2745393
13472,CONIFEROUS,Juniperus,None,Juniper,20.0,35.0,40.00842537,-105.2747549
13479,CONIFEROUS,Picea,pungens,Blue Spruce,16.0,40.0,40.00867755,-105.2748723
13480,CONIFEROUS,Juniperus,None,Juniper,10.0,20.0,40.00867097,-105.2748236
13312,DECIDUOUS,Quercus,robur,English Oak,35.0,40.0,40.00917658,-105.2758658
13700,DECIDUOUS,Acer,saccharum,Sugar Maple,4.0,8.0,40.00818766,-105.2725514
13544,DECIDUOUS,Ulmus,americana,American Elm,8.0,20.0,40.01030426,-105.2728703
13803,DECIDUOUS,Celtis,occidentalis,Common Hackberry,12.0,0.0,40.01002234,-105.2732592
13812,DECIDUOUS,Rhamnus,cathartica,Buckthorn,12.0,0.0,40.00992413,-105.2732313
13814,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,10.0,15.0,40.01013586,-105.2732202
13815,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,3.0,10.0,40.01023126,-105.2731808
13819,DECIDUOUS,Crataegus,mollis,Downy Hawthorn,15.0,20.0,40.01017259,-105.2731738
13830,DECIDUOUS,Taxodium,None,Bald Cypress,15.0,25.0,40.01025156,-105.2739641
13833,DECIDUOUS,Crataegus,mollis,Hawthorne,15.0,20.0,40.01031641,-105.2742579
14027,DECIDUOUS,Catalpa,speciosa,Western Catalpa,5.0,10.0,40.00831462,-105.2727976
15693,DECIDUOUS,Acer,saccharum,saccharinum,25.432098765432098,40.0,40.00969953,-105.2748892
15694,DECIDUOUS,Acer,saccharum,Sugar Maple,25.432098765432098,12.0,40.00986183,-105.2751432
